H3+         1  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   248
HCN+        1  1  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   249
HCO+        1  1  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   250
HNC+        1  1  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   251
HNO+        1  1  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   252
HOC+        1  1  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   253
N2H+        1  1  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   254
NCO+        1  0  0  1  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   255
NH2+        1  2  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   256
NO2+        1  0  0  0  1  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   257
HO2+        1  1  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   258
C3-        -1  0  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   259
NH2-       -1  2  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   260
C2H2+       1  2  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   261
C2HO+       1  1  0  2  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   262
C2N2+       1  0  0  2  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   263
